Matlab Date,Year,Month,ii Rate,CPI Level,Real GDP Level,Population
726376,1988,9,NaN,NaN,NaN,10.064419049593
726468,1988,12,NaN,NaN,NaN,10.0761979554739
726558,1989,3,NaN,NaN,NaN,10.0871918320962
726649,1989,6,NaN,NaN,NaN,10.0976858745543
726741,1989,9,NaN,NaN,NaN,10.107741310129
726833,1989,12,NaN,NaN,NaN,10.1170392330257
726923,1990,3,NaN,NaN,NaN,10.1257669259404
727014,1990,6,NaN,NaN,NaN,10.1344626530093
727106,1990,9,NaN,NaN,NaN,10.1424179572028
727198,1990,12,NaN,NaN,NaN,10.1484573542324
727288,1991,3,NaN,NaN,NaN,10.1524327070539
727379,1991,6,NaN,NaN,NaN,10.1558113110053
727471,1991,9,11.9999999820668,NaN,NaN,10.1584568694256
727563,1991,12,11.9999999820668,NaN,NaN,10.1598330829415
727654,1992,3,19.9999999817757,0.00086219256884917,NaN,10.1594291741569
727745,1992,6,23.3333333149877,0.00105760536031207,NaN,10.157243463633
727837,1992,9,29.9999999814117,0.00124395861127343,NaN,10.1540879920658
727929,1992,12,29.9999999814117,0.00153011524935613,21917.0429439157,10.1509377871736
728019,1993,3,39.999999978577,0.00205263910463591,20928.7318403956,10.1484815004216
728110,1993,6,79.9999999736907,0.00268851568900529,20769.8320454495,10.1463688101291
728202,1993,9,159.999999931757,0.00349225528796387,20609.0880127838,10.1440702252004
728294,1993,12,199.999999928793,0.00545865211208647,20251.3543199675,10.1411520656171
728384,1994,3,209.999999945855,0.00721785934999942,19657.3435603337,10.1366919707879
728475,1994,6,209.999999925282,0.0172417415630134,19062.4694008998,10.1296982118519
728567,1994,9,209.999999910876,0.0414506666562813,18463.3669770063,10.1211745596722
728659,1994,12,359.999999821187,0.095655384573876,17881.9609549529,10.1126698635792
728749,1995,3,359.999999861771,0.226384410096394,17086.3882626204,10.1051736047439
728840,1995,6,180.000000006919,0.325228307433358,16610.3703508417,10.0980363261949
728932,1995,9,76.0000000258347,0.36667897406744,16236.9207066808,10.0906637974778
729024,1995,12,65.9999999972795,0.414506666316101,15960.9034819027,10.0827851146916
729115,1996,3,62.3333333338832,0.465522871372645,15837.5384306932,10.073842487782
729206,1996,6,54.9999999940528,0.499022156303846,15963.3584394478,10.0636461626658
729298,1996,9,48.3333333271821,0.53970257818317,16168.2891638625,10.0529780183647
729390,1996,12,34.9999999966286,0.586666667878785,16405.8862737426,10.0430552181613
729480,1997,3,39.666666656558,0.74333333481274,16840.4085860534,10.0347153959465
729571,1997,6,41.9999999868507,0.840000001670161,17321.6881851389,10.0274516185597
729663,1997,9,38.6666666552263,0.913333335158499,17791.4969151004,10.0203531193891
729755,1997,12,37.3333333213008,1.00000000195927,18278.9085561476,10.0127455201884
729845,1998,3,46.6666666486102,1.0933333354227,18854.5060376675,10.0041532195278
729936,1998,6,41.3333333188887,1.20666666895815,19204.557471339,9.99472143332265
730028,1998,9,38.6666666530159,1.3900000026379,19620.43058964,9.98447084213849
730120,1998,12,41.3333333173623,2.3733333374707,19818.1654090025,9.97369472105631
730210,1999,3,67.3333333035875,3.81000000626153,20239.3106257556,9.96238041636509
730301,1999,6,89.9999999612181,4.97000000792262,20249.0467994231,9.95012499254737
730393,1999,9,89.9999999628746,6.17333334297779,20460.206241952,9.93716290639652
730485,1999,12,106.666666619207,8.90333334614353,20487.3543883928,9.92425195260782
730576,2000,3,151.666666595348,12.4466666830473,20750.2292038483,9.91182090350502
730667,2000,6,99.9999999657957,14.6966666852476,20988.5347492562,9.89973000221849
730759,2000,9,88.3333333038085,17.010000020939,21312.6963393552,9.88736961836459
730851,2000,12,83.3333333063898,19.9200000230349,21673.8781857137,9.87447600009628
730941,2001,3,74.9999999764594,22.8100000242371,22067.2235509576,9.8607359028719
731032,2001,6,62.3333333133121,25.0700000259603,22254.6474522338,9.84600086304865
731124,2001,9,49.3333333227922,26.3633333604378,22501.6431225964,9.83052268121376
731216,2001,12,47.9999999950462,29.1500000283976,22753.4670499433,9.81509617986903
731306,2002,3,63.9999999780997,33.5833333636628,23150.327555424,9.80025131502064
731397,2002,6,50.333333319039,36.2500000319911,23307.4199705801,9.7856895840779
731489,2002,9,41.9999999891377,37.7133333664421,23561.9404777418,9.77077199483274
731581,2002,12,38.3333333233605,40.0600000341049,23834.5390958683,9.75532886221899
731671,2003,3,37.6666666563184,43.9100000351312,24236.5019359093,9.73894025328806
731762,2003,6,33.9999999906867,46.496666702847,24605.8894631726,9.72131031016212
731854,2003,9,29.9999999915413,48.4033333705444,25069.853106531,9.70307701727354
731946,2003,12,27.9999999924294,50.8833333713768,25589.0419302903,9.68559336067005
732037,2004,3,26.6666666590144,53.750000038737,26368.4298873904,9.66954618644511
732128,2004,6,21.6666666615645,55.6666667065198,27026.5894446623,9.65449345736484
732220,2004,9,17.9999999967761,56.6166667073826,27794.2405626208,9.63971699934422
732312,2004,12,16.9999999977661,58.3100000414802,28490.0291194197,9.62498588720699
732402,2005,3,16.6666666637721,60.4100000423967,29542.3737015538,9.60984861118448
732493,2005,6,13.9999999976216,61.5866667136947,30020.3293808925,9.59405682374797
732585,2005,9,11.99999999877,62.2400000539102,30545.7448610686,9.57839345849852
732677,2005,12,11.3333333319953,63.3466667192066,31149.780670435,9.56429372011265
732767,2006,3,10.9999999989646,65.1100000443427,31927.6616639166,9.55255880279439
732858,2006,6,10.8333333321741,65.9566667158943,32607.3663516893,9.54237830527715
732950,2006,9,10.4999999991462,66.1766667235895,33331.0528535351,9.53280918461318
733042,2006,12,10.3333333325292,67.5500000552426,34262.9574919348,9.5232810955888
733132,2007,3,10.6666666662887,70.0066667135953,35210.1487388361,9.51328183590357
733223,2007,6,10.9999999990847,70.5200000521057,35730.4838909219,9.50291805686722
